Ticker,Description,Exchange,Bollinger Lower Band (20),Relative Strength Index (14),Relative Volume,Average Volume (10 day),Volume,High,Last,Low,Average Day Range (14),ADRTOPRICE,Hull Moving Average (9),Exponential Moving Average (10),"Change 5m, %","Change 15m, %","Change 1h, %","Change 4h, %",Change %,Monthly Performance
MFTUSDT,Mainframe / TetherUS,BINANCE,0.01597659,22.20867337,0.16665573,843612863.3,1365009,0.016027,0.01593,0.015921,0.00019164,1.20%,0.01600917,0.01635874,-0.4623844,-0.4623844,-2.46142542,-6.76031607,-0.4623844,-21.30726698
TOMOUSDT,TomoChain / TetherUS,BINANCE,2.77143405,34.90491395,0.14113999,5886598.772,6234.23,2.7647,2.754,2.749,0.03305,1.20%,2.77130111,2.79857831,-0.50937466,-0.50937466,-2.05213928,-2.93931064,-0.50937466,-12.15587561
BELUSDT,BEL / TetherUS,BINANCE,4.26415476,34.65488035,0.31973009,3135103.563,8263.34,4.2709,4.2448,4.2424,0.05059286,1.19%,4.28176852,4.32040801,-0.64600693,-0.64600693,-2.11460856,-2.52682748,-0.64600693,-5.96420592
STORJUSDT,Storj / TetherUS,BINANCE,1.8499949,32.71829466,0.0113462,10258658.36,1483.15,1.8502,1.8457,1.8457,0.02197143,1.19%,1.84648111,1.87454586,-0.1298631,-0.1298631,-1.59940289,-2.99064438,-0.1298631,-21.15909867
BADGERUSDT,BADGER / TetherUS,BINANCE,31.42126855,40.01884421,0.0356012,185191.3647,29.237,31.656,31.593,31.593,0.37392857,1.18%,31.81567037,31.81596416,-0.1990144,-0.1990144,-0.56651874,-0.84115376,-0.1990144,-37.43836512
BTCSTUSDT,BTCST / TetherUS,BINANCE,69.26354288,31.06608122,0.28866537,218670.0274,599.519,69.575,69.205,69.192,0.81178571,1.17%,69.56878519,70.63614807,-0.74436349,-0.74436349,-1.68766781,-4.27680263,-0.74436349,-7.52890096
NEARUSDT,NEAR / TetherUS,BINANCE,5.13851907,48.10262385,0.02163913,5580068.391,2173.23,5.2734,5.2623,5.2575,0.06151429,1.17%,5.28416852,5.29833705,-0.18963098,-0.21049039,-1.41045573,1.09286469,-0.21049039,-11.32549205
REEFUSDT,REEF / TetherUS,BINANCE,0.03835845,33.15791113,0.0499044,1641480712,857851,0.038146,0.038092,0.038077,0.00044279,1.16%,0.03832715,0.03875627,-0.14156137,-0.14156137,-2.35073957,-2.45326504,-0.14156137,-4.88054778
PUNDIXUSDT,PUNDIX / TetherUS,BINANCE,2.87144504,31.9602699,0.0089501,5283248.992,684.561,2.89,2.886,2.886,0.03342857,1.16%,2.88891852,2.91731158,-0.1384083,-0.1384083,-0.61983471,-3.57500835,-0.1384083,-24.74576271
BALUSDT,BAL / TetherUS,BINANCE,65.5089592,36.42300315,0.08002325,219161.5588,100.439,65.437,65.357,65.236,0.75335714,1.15%,65.53183333,66.21627309,-0.15277205,-0.15277205,-1.65658572,-1.79400496,-0.15277205,3.25876177
GTOUSDT,Gifto / TetherUS,BINANCE,0.07845462,46.53293964,0.14096735,150785856.8,114869.9,0.07929,0.07895,0.0789,0.00091,1.15%,0.07959411,0.07935902,-0.40368361,-0.40368361,-0.91604969,-0.31565657,-0.40368361,-16.85973041
IRISUSDT,IRIS / TetherUS,BINANCE,0.17503033,34.71940613,0.06224832,126323312,27915.6,0.17619,0.17585,0.17555,0.00202643,1.15%,0.176217,0.17790814,-0.09673381,0.06259247,-1.75977654,-2.52217295,0.06259247,-17.00901922
RENUSDT,Ren / TetherUS,BINANCE,0.95952123,46.1188574,0.0222671,23388386,4165.8,0.9692,0.96792,0.96773,0.01113786,1.15%,0.97159696,0.97404934,-0.12588481,-0.12588481,-0.90706198,-0.26584235,-0.12588481,-16.03865991
ALPHAUSDT,ALPHA / TetherUS,BINANCE,1.91651745,40.37876383,0.10342431,23315734.86,9178.83,1.9229,1.9153,1.9152,0.02175,1.14%,1.92660037,1.93311826,-0.32266458,-0.32266458,-1.32405976,-0.70506506,-0.32266458,17.89920359
COCOSUSDT,Cocos-BCX / TetherUS,BINANCE,1.09851086,30.85236494,0.34535808,8291102.081,14300.62,1.1088,1.1045,1.1045,0.01242143,1.12%,1.10474778,1.11748313,-0.27988443,-0.27988443,-0.45962509,-2.10936808,-0.27988443,-7.31563917
DNTUSDT,district0x / TetherUS,BINANCE,0.30487382,44.48806033,0.01421415,32121752.11,3458.3,0.30728,0.30728,0.307,0.00343214,1.12%,0.3084747,0.30890885,0.00325447,0.00325447,-1.46860771,0.49054876,0.00325447,-7.28660652
CELOUSDT,CELO / TetherUS,BINANCE,5.31345049,53.18933554,0.00756937,2112901.072,167.88,5.4315,5.4255,5.4193,0.06015,1.11%,5.45479259,5.40288918,-0.11046672,-0.11046672,1.6011236,0.08485676,-0.11046672,24.41887174
BLZUSDT,Bluzelle / TetherUS,BINANCE,0.38013261,34.58704599,0.08065393,31396788.26,17044.6,0.37965,0.37862,0.37788,0.004195,1.11%,0.38071259,0.38399469,-0.20558777,-0.20558777,-1.83307838,-1.79233782,-0.20558777,-25.34386947
ROSEUSDT,ROSE / TetherUS,BINANCE,0.15537723,49.11300002,0.38331129,65306836.98,227697.1,0.15862,0.15818,0.15634,0.00174357,1.10%,0.15717574,0.15741251,1.15751103,1.15751103,0.58501844,-0.10735712,1.15751103,-15.63582121
MDTUSDT,MDT / TetherUS,BINANCE,0.06711738,42.04143017,0.00717911,97577509.43,3743.5,0.06739,0.06739,0.06739,0.00074143,1.10%,0.06769181,0.06783502,-0.08895478,-0.08895478,-0.428487,-1.40453548,-0.08895478,-20.65744354
RSRUSDT,RSR / TetherUS,BINANCE,0.08003247,39.50410981,0.02819258,382761474.6,106874.9,0.08012,0.08,0.07985,0.00088,1.10%,0.08041433,0.080843,-0.06246096,-0.06246096,-1.62321692,-0.81824944,-0.06246096,-28.02197802
ENJUSDT,Enjin Coin / TetherUS,BINANCE,2.45489029,49.66771319,0.07320293,28433802.53,23379.48,2.4913,2.4804,2.4781,0.02715714,1.09%,2.50511259,2.48809116,-0.41353836,-0.41353836,-0.50541516,0.13738484,-0.41353836,-17.49091526
YFIIUSDT,YFII / TetherUS,BINANCE,2674.139973,40.55364043,0.09187315,2903.720163,3.573446,2677.61,2671.18,2669.57,29.14928571,1.09%,2679.92137,2692.310173,-0.22523448,-0.22523448,-0.97314852,-1.17136049,-0.22523448,-11.99100016
RUNEUSDT,RUNE / TetherUS,BINANCE,17.14992721,35.63131238,0.40868903,3918057.687,7854.879,17.134,17.099,17.065,0.18607143,1.09%,17.16345556,17.34537175,-0.20427221,-0.20427221,-1.54882543,-2.16284259,-0.20427221,17.07119907
DCRUSDT,Decred / TetherUS,BINANCE,193.9347937,49.47040491,0.02380585,16184.14018,5.3871,196.17,195.93,195.93,2.12642857,1.09%,196.7691482,196.7608054,-0.4875819,-0.4875819,0.01020877,0.24558711,-0.4875819,-20.32800615
TCTUSDT,TCT / TetherUS,BINANCE,0.07045764,33.52149748,0.07675979,221505029.3,49057,0.070518,0.07045,0.07045,0.0007595,1.08%,0.07050638,0.07155823,-0.09359578,-0.09359578,-1.14084448,-3.93138151,-0.09359578,14.98661618
MTLUSDT,Metal / TetherUS,BINANCE,3.68793273,31.70755804,0.06061106,4226417.859,2220.11,3.7013,3.69,3.6881,0.03972143,1.08%,3.68664704,3.74058893,-0.08126558,-0.04334164,-1.37645329,-3.79601627,-0.04334164,-13.48938563
NBSUSDT,NBS / TetherUS,BINANCE,0.03291019,37.19684409,0.04177275,104153683.8,51281.8,0.03312,0.03312,0.0331,0.00035286,1.07%,0.03314963,0.03325384,0.09066183,0.09066183,-0.51066386,-0.71942446,0.09066183,-17.07561342
OCEANUSDT,OCEAN / TetherUS,BINANCE,1.34831734,35.01299344,0.07297426,14086338.27,10372.88,1.3449,1.3421,1.34,0.01397857,1.04%,1.35040815,1.36268933,-0.14136905,-0.14136905,-2.12936629,-2.28613032,-0.14136905,-20.51691507
AKROUSDT,AKRO / TetherUS,BINANCE,0.05016161,33.85297101,0.18184472,277486628.9,204452,0.050019,0.049936,0.049921,0.00051936,1.04%,0.05010566,0.05056641,-0.30147543,-0.30147543,-1.63107714,-2.04786191,-0.30147543,-25.22495591
AUTOUSDT,AUTO / TetherUS,BINANCE,3117.087328,36.0234769,0.02809175,4329.295258,0.374031,3124.13,3120,3120,32.38071429,1.04%,3131.662,3148.616652,-0.17884623,-0.17884623,-0.79491256,-2.17749142,-0.17884623,-10.40635885
AAVEUSDT,AAVE / TetherUS,BINANCE,445.4516697,35.24012305,0.22159057,256081.8212,346.7096,445.63,444.54,444.2,4.57642857,1.03%,445.0549259,449.466469,-0.26250252,-0.26250252,-0.84093596,-1.85238337,-0.26250252,0.9791644
IOTXUSDT,IoTeX / TetherUS,BINANCE,0.05166073,36.04615619,0.28305724,785260968.6,821334,0.051652,0.051548,0.0515,0.00052871,1.03%,0.05177144,0.05213151,-0.37493719,-0.37493719,-1.30198361,-2.18595825,-0.37493719,4.9590648
OXTUSDT,OXT / TetherUS,BINANCE,0.6604059,40.60290011,0.27649777,11863171.77,57977.85,0.6676,0.6651,0.6633,0.00669286,1.01%,0.66713704,0.6679785,-0.3296868,-0.3296868,-0.40431267,-0.37447573,-0.3296868,-21.15407355
AUDIOUSDT,AUDIO / TetherUS,BINANCE,2.24038798,25.02409245,0.30204147,10829775.11,23607.1,2.265,2.2541,2.2539,0.02263571,1.00%,2.25486296,2.29005919,-0.43288131,-0.43288131,-0.90125736,-3.87633262,-0.43288131,-8.94117932
ATMUSDT,ATM / TetherUS,BINANCE,9.37252175,49.75200434,0.01745317,222919.2114,27.873,9.484,9.477,9.477,0.09464286,1.00%,9.43267778,9.47472755,-0.07380852,-0.07380852,0.64783347,0.37068418,-0.07380852,-9.25890463
AVAUSDT,AVA / TetherUS,BINANCE,5.06851991,34.23960444,0.07966426,1173960.142,620.46,5.0626,5.0481,5.0481,0.05029286,1.00%,5.05601667,5.10375447,-0.29232258,-0.29232258,-1.60608128,-1.74205855,-0.29232258,-14.15181002
UNIUSDT,UNI / TetherUS,BINANCE,39.27886093,28.46919035,0.08240971,4776979.604,5365.189,39.464,39.389,39.38,0.38321429,0.97%,39.46261111,39.7988265,-0.12931034,-0.12931034,-1.04260878,-2.07100592,-0.12931034,9.0549841
JUVUSDT,JUV / TetherUS,BINANCE,17.17553728,28.43284596,0.00215615,334809.4896,5.522,17.187,17.187,17.187,0.16435714,0.96%,17.10832593,17.40434407,-0.23798468,-0.23798468,-0.21481654,-2.82693504,-0.23798468,6.0877074
EGLDUSDT,EGLD / TetherUS,BINANCE,190.6575951,36.60257654,0.22483493,172055.8441,320.1787,190.13,189.9,189.6,1.81,0.95%,190.7074815,192.1065113,-0.0789266,-0.0789266,-1.83509951,-2.19406675,-0.0789266,-9.76293411
DUSKUSDT,Dusk Network / TetherUS,BINANCE,0.26090191,35.31794226,0.08374914,15228544.98,5628.65,0.2608,0.2608,0.2602,0.00247143,0.95%,0.2612837,0.2633469,0,0,-1.06221548,-1.43830431,0,-29.19036014
FORTHUSDT,FORTH / TetherUS,BINANCE,34.68195422,51.91239655,0.01216711,450476.7794,60.569,35.574,35.56,35.539,0.33535714,0.94%,35.26368148,35.20221471,0.05909001,0.05909001,2.56114444,0.33293832,0.05909001,
BNTUSDT,Bancor / TetherUS,BINANCE,7.48973548,47.2310988,0.04640575,791800.001,547.07,7.5416,7.5284,7.5284,0.07086429,0.94%,7.52870296,7.53714679,-0.08759124,-0.08759124,0.38402048,-0.29401637,-0.08759124,-3.14928215
CFXUSDT,CFX / TetherUS,BINANCE,0.84765341,38.96606751,0.04152409,7113921.501,2743.882,0.855,0.854,0.853,0.008,0.94%,0.85161852,0.86028152,-0.35005834,-0.35005834,0,-2.51141553,-0.35005834,-20.55813953
STXUSDT,Blockstack / TetherUS,BINANCE,1.90746146,21.90389678,0.03690558,4048358.684,2727.92,1.9238,1.9209,1.9198,0.01767143,0.92%,1.91524815,1.94674517,-0.0104107,-0.0104107,-0.5899705,-4.93888257,-0.0104107,-18.91173118
PSGUSDT,PSG / TetherUS,BINANCE,31.97097379,38.46299202,0.08802902,810174.6518,269.424,32.211,32.209,32.094,0.29442857,0.91%,32.23001481,32.42435365,-0.05275244,-0.05275244,-1.08408574,-1.68192918,-0.05275244,8.57075424
PERLUSDT,Perlin / TetherUS,BINANCE,0.1402165,33.62632581,0.01890808,40129633.08,4421.3,0.14072,0.14039,0.14039,0.00127714,0.91%,0.1409167,0.14203785,-0.26994388,-0.26994388,-1.05018325,-2.89804952,-0.26994388,-28.38258562
RIFUSDT,RIF / TetherUS,BINANCE,0.32343011,40.02677503,0.00088719,25391067.26,63.43,0.3243,0.3243,0.3243,0.00292143,0.90%,0.32503593,0.326792,-0.21538462,-0.21538462,-0.64338235,-1.93528878,-0.21538462,-9.15966387
INJUSDT,INJ / TetherUS,BINANCE,17.60724257,30.56607023,0.13306044,1172700.506,885.003,17.591,17.567,17.527,0.15571429,0.89%,17.57917778,17.77234993,0.01138628,0.01138628,-1.51922861,-1.79998882,0.01138628,27.376481
ACMUSDT,ACM / TetherUS,BINANCE,10.06590772,55.00469289,0.05084321,184515.3715,80.968,10.26,10.26,10.259,0.09078571,0.88%,10.26687778,10.20224246,0.00974754,0.00974754,0.45036225,0.0487567,0.00974754,-11.55934833
DOCKUSDT,DOCK / TetherUS,BINANCE,0.11791069,43.6538332,0.16333866,58563547.6,63292,0.11842,0.118108,0.118108,0.00099814,0.85%,0.11809135,0.11876394,-0.34846145,-0.34846145,-0.0685343,-1.41482267,-0.34846145,3.27104847
ETHUSDT,Ethereum / TetherUS,BINANCE,3432.867014,36.46112134,0.09783129,917345.0977,980.61826,3434.28,3432.21,3427.46,28.62928571,0.83%,3435.861,3464.746076,0.04080669,0.04080669,-0.81235261,-1.64826505,0.04080669,41.90252903
OMUSDT,OM / TetherUS,BINANCE,0.34116854,34.10985812,0.00721983,16301274.47,424.19,0.341,0.3408,0.3408,0.00281429,0.83%,0.34176815,0.34454669,-0.11723329,-0.11723329,-1.2173913,-2.12521539,-0.11723329,-20.28070175
OGUSDT,OG / TetherUS,BINANCE,8.65158975,32.76520361,0.13098932,240742.9677,165.541,8.691,8.676,8.676,0.07114286,0.82%,8.67861481,8.75818162,-0.19533494,-0.31023785,-0.66331199,-2.51685393,-0.31023785,-27.68281498
BNBUSDT,Binance Coin / TetherUS,BINANCE,620.3269651,33.16930765,0.15871589,2586332.08,3796.3513,620.7,620.42,620,5.06857143,0.82%,621.5162222,625.8156267,0.06774194,0.06774194,-0.86603605,-2.14041231,0.06774194,22.15451381
FILUSDT,FIL / TetherUS,BINANCE,150.4089689,35.75436737,0.094351,1016539.151,1097.3776,151.01,150.67,150.64,1.11,0.74%,150.9303333,151.7732813,-0.21852857,-0.22515065,-0.48870691,-1.8946546,-0.22515065,-17.50390303
SOLUSDT,SOL / TetherUS,BINANCE,42.70136277,30.77877382,0.10279032,3973362.437,1984.991,42.708,42.611,42.61,0.29735714,0.70%,42.6797037,43.0475537,-0.23647304,-0.23413172,-0.98754531,-2.03696892,-0.23413172,68.58764565
ASRUSDT,ASR / TetherUS,BINANCE,8.89430764,52.19999462,0.0010013,212005.9619,1.221,9.003,9.003,9.003,0.06242857,0.69%,9.00317037,8.98274986,0.35670494,0.35670494,-0.07769145,0.07781236,0.35670494,-13.57396563
NMRUSDT,NMR / TetherUS,BINANCE,68.48912742,37.7031342,0.1204983,55019.4769,38.129,68.45,68.37,68.37,0.47135714,0.69%,68.48111852,68.76620562,-0.15625685,-0.15625685,-0.70726288,-0.57586598,-0.15625685,-7.87080082
FTTUSDT,FTX Token / TetherUS,BINANCE,57.07097015,35.43279851,0.8874828,468302.87,3734.337,57.185,57.099,57.099,0.38414286,0.67%,57.1791,57.53439194,-0.09623123,-0.09623123,-0.65592595,-1.5432631,-0.09623123,7.52979721
MIRUSDT,MIR / TetherUS,BINANCE,10.05061857,20.67744637,0.06451987,1651929.305,1595.04,10.1,10.1,10.079,0.05878571,0.58%,10.07980741,10.21232828,0.11895321,0.11895321,-0.69806312,-2.41545894,0.11895321,
HARDUSDT,HARD / TetherUS,BINANCE,1.56308716,43.43141935,0.18467262,7887914.383,14263.54,1.5701,1.5695,1.5688,0.00703571,0.45%,1.56812259,1.57509097,-0.03821413,-0.03821413,-0.41875516,-0.80267981,-0.03821413,-24.25924139
PERPUSDT,PERP / TetherUS,BINANCE,8.05001997,28.02675898,0.00356271,815430.1347,17.69,8.086,8.083,8.083,0.03435714,0.43%,8.07933333,8.11132477,-0.0494621,-0.0494621,-0.23451,-0.45566502,-0.0494621,7.6584976
LUNAUSDT,Luna / TetherUS,BINANCE,16.72424069,63.76398867,0.14552788,7090608.453,8829.961,16.927,16.905,16.904,0.0605,0.36%,16.92738889,16.85284908,-0.09455706,-0.09455706,0.26095724,0.76895565,-0.09455706,7.51178481
BUSDTRY,BUSD / Turkish Lira,BINANCE,8.20077501,52.18750746,0.01862385,19716322.74,5836.76,8.26,8.26,8.25,0.02642857,0.32%,8.245,8.24130925,0.12121212,0.12121212,0.6090134,-0.24154589,0.12121212,1.97775031
PAXGUSDT,PAX Gold / TetherUS,BINANCE,1829.032599,48.53487473,0.00165671,2856.783256,0.07001,1832.33,1832.33,1831.56,4.55428571,0.25%,1830.034259,1833.760434,0.04204066,0.04204066,0.00654947,-0.18847472,0.04204066,2.50166423
SUSDUSDT,SUSD / TetherUS,BINANCE,1.01972196,61.71376145,0.60736243,501180.47,10050.54,1.0303,1.0289,1.0289,0.00250714,0.24%,1.03111,1.0280406,-0.13588275,-0.13588275,-0.10679612,0.50796132,-0.13588275,1.33963751
AUDUSDT,AUD / TetherUS,BINANCE,0.77129615,53.36171207,0.15536974,32370697.68,73529,0.77388,0.77383,0.77381,0.00078929,0.10%,0.77414107,0.77399303,-0.00258448,-0.00258448,-0.10327511,0.00516936,-0.00258448,1.15136308
TUSDUSDT,TrueUSD / TetherUS,BINANCE,0.99898131,52.04376096,0.26496964,18726244.43,212832.16,0.9995,0.9994,0.9994,0.00055714,0.06%,0.99959148,0.99944368,0,-0.010005,-0.020008,0.02001601,-0.010005,0.08010414
EURUSDT,Euro / TetherUS,BINANCE,1.20226334,62.86249009,0.03531006,142797545.1,46933.61,1.2052,1.2051,1.205,0.00053571,0.04%,1.20522926,1.20484657,-0.00829807,0,0.00829944,0.03320329,0,0.88754919
GBPUSDT,GBP / TetherUS,BINANCE,1.38187957,67.59490141,0.01178161,63097134.08,8785.95,1.3869,1.3866,1.3866,0.0006,0.04%,1.38714481,1.38591769,0,0,0,0.18786127,0,0.88766007
USDCUSDT,USD Coin / TetherUS,BINANCE,0.9989783,58.2166084,0.03345243,145734494.1,72199.54,0.9997,0.9996,0.9996,0.00026429,0.03%,0.9996563,0.99950182,0,0,-0.010003,0.05004504,0,0.09011715
PAXUSDT,Paxos Standard / TetherUS,BINANCE,0.99904211,58.71075213,0.07104432,8816979.812,10547.76,0.9997,0.9996,0.9996,0.00020714,0.02%,0.99967778,0.99948834,-0.010003,-0.010003,0,0.03002101,-0.010003,0.09011715
BUSDUSDT,BUSD / TetherUS,BINANCE,0.99903591,58.95458889,0.06464369,1516697997,1610306.44,0.9997,0.9996,0.9996,0.00018571,0.02%,0.99967296,0.99951922,0,0,0,0.04003203,0,0.09011715
